aggId,price,quantity,date,buyerMaker,coin
3664796988,108227.05,5e-05,2025-01-01,True,BTC
3664796989,108226.6,5e-05,2025-01-01,True,BTC
3664796990,108226.59,0.14175,2025-01-01,True,BTC
3664796991,108226.59,0.00184,2025-01-01,True,BTC
3664796992,108226.59,0.00045,2025-01-01,True,BTC
3664796993,108226.59,0.00044,2025-01-01,True,BTC
3664796994,108226.58,1e-05,2025-01-01,True,BTC
3664796995,108226.58,0.00034,2025-01-01,True,BTC
3664796996,108226.55,0.00172,2025-01-01,True,BTC
3664796997,108226.49,0.07374,2025-01-01,True,BTC
3664796998,108226.57,0.00152,2025-01-01,True,BTC
3664796999,108226.56,0.00035,2025-01-01,True,BTC
3664797000,108226.5,5e-05,2025-01-01,True,BTC
3664797001,108226.49,0.00095,2025-01-01,True,BTC
3664797002,108226.48,0.00035,2025-01-02,True,BTC
3664797003,108226.01,0.0002,2025-01-02,True,BTC
3664797004,108226.0,0.0003,2025-01-02,True,BTC
3664797005,108226.0,0.00098,2025-01-02,True,BTC
3664797006,108225.99,0.03498,2025-01-02,True,BTC
3664797007,108225.98,0.00133,2025-01-02,True,BTC
3664797008,108225.57,5e-05,2025-01-02,True,BTC
3664797009,108225.56,5e-05,2025-01-02,True,BTC
3664797010,108224.9,0.00607,2025-01-02,True,BTC
3664797011,108224.72,5e-05,2025-01-02,True,BTC
3664797012,108224.71,0.04624,2025-01-02,True,BTC
3664797013,108224.48,0.0003,2025-01-02,True,BTC
3664797014,108224.47,0.00055,2025-01-02,True,BTC
3664797015,108224.45,0.0001,2025-01-02,True,BTC
3664797016,108224.11,0.0091,2025-01-02,True,BTC
3664797017,108223.73,0.00018,2025-01-02,True,BTC
3664797018,108223.67,7e-05,2025-01-02,True,BTC
3664797019,108221.64,5e-05,2025-01-02,True,BTC
3664797020,108221.46,5e-05,2025-01-02,True,BTC
3664797021,108221.26,5e-05,2025-01-02,True,BTC
3664797022,108221.25,0.00088,2025-01-02,True,BTC
3664797023,108220.72,0.00018,2025-01-02,True,BTC
3664797024,108220.05,0.00018,2025-01-02,True,BTC
3664797025,108220.0,0.01858,2025-01-02,True,BTC
3664797026,108219.73,0.06329,2025-01-02,True,BTC
3664797027,108219.72,0.00035,2025-01-02,True,BTC
3664797028,108219.7,0.00199,2025-01-02,True,BTC
3664797029,108219.61,0.00018,2025-01-02,True,BTC
3664797030,108219.2,0.00025,2025-01-02,True,BTC
3664797031,108218.94,0.00018,2025-01-02,True,BTC
3664797032,108218.64,0.03842,2025-01-02,True,BTC
3664797033,108218.65,0.00103,2025-01-02,False,BTC
3664797034,108218.64,0.00918,2025-01-02,True,BTC
3664797035,108218.64,0.01643,2025-01-02,True,BTC
3664797036,108218.63,0.00035,2025-01-02,True,BTC
3664797037,108218.5,0.06419,2025-01-02,True,BTC
3664797038,108218.47,0.00025,2025-01-02,True,BTC
3664797039,108217.02,0.05649,2025-01-02,True,BTC
3664797040,108217.02,0.01003,2025-01-02,True,BTC
3664797041,108217.03,0.00022,2025-01-02,False,BTC
3664797042,108217.02,0.14361,2025-01-02,True,BTC
3664797043,108217.02,0.00723,2025-01-02,True,BTC
3664797044,108217.02,0.02959,2025-01-02,True,BTC
3664797045,108217.01,0.00065,2025-01-02,True,BTC
3664797046,108217.0,0.0022,2025-01-02,True,BTC
3664797047,108216.84,5e-05,2025-01-02,True,BTC
3664797048,108216.23,5e-05,2025-01-02,True,BTC
3664797049,108215.69,5e-05,2025-01-02,True,BTC
3664797050,108215.68,0.00035,2025-01-02,True,BTC
3664797051,108215.69,0.0462,2025-01-02,False,BTC
3664797052,108215.69,0.00041,2025-01-02,False,BTC
3664797053,108215.69,0.00029,2025-01-02,False,BTC
3664797054,108215.69,0.00046,2025-01-02,False,BTC
3664797055,108215.68,0.00155,2025-01-02,True,BTC
3664797056,108215.69,0.00092,2025-01-02,False,BTC
3664797057,108215.69,0.0005,2025-01-02,False,BTC
3664797058,108215.69,0.00036,2025-01-02,False,BTC
3664797059,108215.68,5e-05,2025-01-02,True,BTC
3664797060,108215.68,0.0049,2025-01-02,True,BTC
3664797061,108215.69,0.0002,2025-01-02,False,BTC
3664797062,108215.68,0.00069,2025-01-02,True,BTC
3664797063,108215.68,0.00968,2025-01-02,True,BTC
3664797064,108215.69,0.00049,2025-01-02,False,BTC
3664797065,108215.68,0.00583,2025-01-02,True,BTC
3664797066,108215.69,0.00077,2025-01-02,False,BTC
3664797067,108215.69,9e-05,2025-01-02,False,BTC
3664797068,108215.69,0.00013,2025-01-02,False,BTC
3664797069,108215.69,0.00029,2025-01-02,False,BTC
3664797070,108215.69,0.00092,2025-01-02,False,BTC
3664797071,108215.69,0.00025,2025-01-02,False,BTC
3664797072,108215.68,0.09278,2025-01-02,True,BTC
3664797073,108215.68,0.00064,2025-01-02,True,BTC
3664797074,108215.69,0.00036,2025-01-02,False,BTC
3664797075,108215.68,0.00516,2025-01-02,True,BTC
3664797076,108215.69,0.00065,2025-01-02,False,BTC
3664797077,108215.68,0.01003,2025-01-02,True,BTC
3664797078,108215.68,0.00491,2025-01-02,True,BTC
3664797079,108215.69,0.00294,2025-01-02,False,BTC
3664797080,108215.69,0.00014,2025-01-02,False,BTC
3664797081,108215.69,0.00025,2025-01-02,False,BTC
3664797082,108215.68,0.13679,2025-01-02,True,BTC
3664797083,108215.68,0.00362,2025-01-02,True,BTC
3664797084,108215.69,0.00112,2025-01-02,False,BTC
3664797085,108215.69,7e-05,2025-01-02,False,BTC
3664797086,108215.68,0.00046,2025-01-02,True,BTC
3664797087,108215.69,0.0005,2025-01-02,False,BTC
3664797088,108215.68,0.00582,2025-01-02,True,BTC
3664797089,108215.69,0.00125,2025-01-02,False,BTC
3664797090,108215.69,0.00186,2025-01-02,False,BTC
3664797091,108215.69,0.01069,2025-01-02,False,BTC
3664797092,108215.69,0.02419,2025-01-02,False,BTC
3664797093,108215.69,0.00618,2025-01-02,False,BTC
3664797094,108215.68,0.013,2025-01-02,True,BTC
3664797095,108215.68,0.0014,2025-01-02,True,BTC
3664797096,108215.69,0.01327,2025-01-02,False,BTC
3664797097,108215.68,0.01314,2025-01-02,True,BTC
3664797098,108215.68,0.00219,2025-01-02,True,BTC
3664797099,108215.68,0.00199,2025-01-02,True,BTC
3664797100,108215.68,0.00053,2025-01-02,True,BTC
3664797101,108215.68,0.00207,2025-01-02,True,BTC
3664797102,108215.69,4e-05,2025-01-02,False,BTC
3664797103,108215.69,0.00046,2025-01-02,False,BTC
3664797104,108215.69,0.01805,2025-01-02,False,BTC
3664797105,108215.69,0.00148,2025-01-02,False,BTC
3664797106,108215.68,0.1336,2025-01-02,True,BTC
3664797107,108215.68,0.00663,2025-01-02,True,BTC
3664797108,108215.69,0.00031,2025-01-02,False,BTC
3664797109,108215.68,0.00057,2025-01-02,True,BTC
3664797110,108215.68,0.00069,2025-01-02,True,BTC
3664797111,108215.68,0.0002,2025-01-02,True,BTC
3664797112,108215.68,0.00021,2025-01-02,True,BTC
3664797113,108215.69,0.001,2025-01-02,False,BTC
3664797114,108215.69,0.05515,2025-01-02,False,BTC
3664797115,108215.7,0.00063,2025-01-02,False,BTC
3664797116,108215.7,7e-05,2025-01-02,False,BTC
3664797117,108216.23,5e-05,2025-01-02,False,BTC
3664797118,108219.99,5e-05,2025-01-02,False,BTC
3664797119,108220.0,0.0005,2025-01-02,False,BTC
3664797120,108220.01,0.00015,2025-01-02,False,BTC
3664797121,108220.91,0.00018,2025-01-02,False,BTC
3664797122,108221.45,5e-05,2025-01-02,False,BTC
3664797123,108221.64,5e-05,2025-01-02,False,BTC
3664797124,108222.0,0.00014,2025-01-02,False,BTC
3664797125,108222.0,5e-05,2025-01-02,False,BTC
3664797126,108222.0,0.00924,2025-01-02,False,BTC
3664797127,108221.99,0.00133,2025-01-02,True,BTC
3664797128,108221.99,0.00086,2025-01-02,True,BTC
3664797129,108222.0,0.00184,2025-01-02,False,BTC
3664797130,108221.99,8e-05,2025-01-02,True,BTC
3664797131,108222.0,0.0009,2025-01-02,False,BTC
3664797132,108222.01,0.00075,2025-01-02,False,BTC
3664797133,108223.99,5e-05,2025-01-02,False,BTC
3664797134,108224.0,0.00051,2025-01-02,False,BTC
3664797135,108224.0,0.00064,2025-01-02,False,BTC
3664797136,108224.01,0.00035,2025-01-02,False,BTC
3664797137,108225.99,0.0003,2025-01-02,False,BTC
3664797138,108226.0,0.00125,2025-01-02,False,BTC
3664797139,108226.01,0.0007,2025-01-02,False,BTC
3664797140,108226.48,0.0001,2025-01-02,False,BTC
3664797141,108227.05,5e-05,2025-01-02,False,BTC
3664797142,108228.17,7e-05,2025-01-02,False,BTC
3664797143,108228.38,5e-05,2025-01-02,False,BTC
3664797144,108229.99,5e-05,2025-01-02,False,BTC
3664797145,108230.0,0.00065,2025-01-02,False,BTC
3664797146,108230.0,0.00013,2025-01-02,False,BTC
3664797147,108229.99,0.00687,2025-01-02,True,BTC
3664797148,108230.0,0.01111,2025-01-02,False,BTC
3664797149,108230.0,0.00029,2025-01-02,False,BTC
3664797150,108230.0,0.00029,2025-01-02,False,BTC
3664797151,108230.0,0.0003,2025-01-02,False,BTC
3664797152,108230.0,0.00164,2025-01-03,False,BTC
3664797153,108230.01,0.00065,2025-01-03,False,BTC
3664797154,108231.6,0.00563,2025-01-03,False,BTC
3664797155,108231.99,5e-05,2025-01-03,False,BTC
3664797156,108232.0,0.00046,2025-01-03,False,BTC
3664797157,108231.99,0.00113,2025-01-03,True,BTC
3664797158,108231.99,0.00029,2025-01-03,True,BTC
3664797159,108232.0,0.00018,2025-01-03,False,BTC
3664797160,108231.99,0.04612,2025-01-03,True,BTC
3664797161,108232.0,0.0001,2025-01-03,False,BTC
3664797162,108232.0,0.0001,2025-01-03,False,BTC
3664797163,108231.99,0.00173,2025-01-03,True,BTC
3664797164,108232.0,0.00035,2025-01-03,False,BTC
3664797165,108231.99,0.00193,2025-01-03,True,BTC
3664797166,108232.0,0.00025,2025-01-03,False,BTC
3664797167,108232.0,0.00425,2025-01-03,False,BTC
3664797168,108231.99,0.00054,2025-01-03,True,BTC
3664797169,108231.99,0.00054,2025-01-03,True,BTC
3664797170,108231.99,8e-05,2025-01-03,True,BTC
3664797171,108231.99,0.00662,2025-01-03,True,BTC
3664797172,108231.99,0.0038,2025-01-03,True,BTC
3664797173,108232.0,0.00024,2025-01-03,False,BTC
3664797174,108231.99,0.00037,2025-01-03,True,BTC
3664797175,108232.0,0.00017,2025-01-03,False,BTC
3664797176,108231.99,0.03841,2025-01-03,True,BTC
3664797177,108231.98,0.0007,2025-01-03,True,BTC
3664797178,108230.0,5e-05,2025-01-03,True,BTC
3664797179,108230.0,6e-05,2025-01-03,False,BTC
3664797180,108229.99,0.00161,2025-01-03,True,BTC
3664797181,108229.98,0.00045,2025-01-03,True,BTC
3664797182,108228.91,0.00025,2025-01-03,True,BTC
3664797183,108228.9,0.00072,2025-01-03,True,BTC
3664797184,108228.9,0.02071,2025-01-03,True,BTC
3664797185,108228.89,0.00075,2025-01-03,True,BTC
3664797186,108228.84,5e-05,2025-01-03,True,BTC
3664797187,108227.96,0.00265,2025-01-03,True,BTC
3664797188,108227.96,0.00773,2025-01-03,True,BTC
3664797189,108227.96,0.00773,2025-01-03,True,BTC
3664797190,108227.96,0.02416,2025-01-03,True,BTC
3664797191,108227.96,0.02416,2025-01-03,True,BTC
3664797192,108227.96,0.00037,2025-01-03,True,BTC
3664797193,108227.05,5e-05,2025-01-03,True,BTC
3664797194,108224.92,5e-05,2025-01-03,True,BTC
3664797195,108224.81,0.02369,2025-01-03,True,BTC
3664797196,108224.81,0.12174,2025-01-03,True,BTC
3664797197,108224.8,0.05786,2025-01-03,True,BTC
3664797198,108224.06,5e-05,2025-01-03,True,BTC
3664797199,108224.06,0.001,2025-01-03,False,BTC
3664797200,108224.05,0.00116,2025-01-03,True,BTC
3664797201,108224.06,0.00057,2025-01-03,False,BTC
3664797202,108224.06,0.00324,2025-01-03,False,BTC
3664797203,108224.06,0.00012,2025-01-03,False,BTC
3664797204,108224.05,0.08701,2025-01-03,True,BTC
3664797205,108224.06,0.01856,2025-01-03,False,BTC
3664797206,108224.05,0.00022,2025-01-03,True,BTC
3664797207,108224.06,0.00017,2025-01-03,False,BTC
3664797208,108224.06,0.00067,2025-01-03,False,BTC
3664797209,108224.06,0.00022,2025-01-03,False,BTC
3664797210,108224.05,0.00308,2025-01-03,True,BTC
3664797211,108224.06,0.0019,2025-01-03,False,BTC
3664797212,108224.05,0.05684,2025-01-03,True,BTC
3664797213,108224.04,0.00065,2025-01-03,True,BTC
3664797214,108224.0,0.00181,2025-01-03,True,BTC
3664797215,108221.64,5e-05,2025-01-03,True,BTC
3664797216,108221.46,5e-05,2025-01-03,True,BTC
3664797217,108221.43,5e-05,2025-01-03,True,BTC
3664797218,108221.42,0.07679,2025-01-03,True,BTC
3664797219,108221.43,0.00019,2025-01-03,False,BTC
3664797220,108221.42,0.00129,2025-01-03,True,BTC
3664797221,108221.41,0.0007,2025-01-03,True,BTC
3664797222,108221.4,0.00223,2025-01-03,True,BTC
3664797223,108220.13,5e-05,2025-01-03,True,BTC
3664797224,108220.12,0.00107,2025-01-03,True,BTC
3664797225,108220.11,0.00035,2025-01-03,True,BTC
3664797226,108220.05,0.0003,2025-01-03,True,BTC
3664797227,108220.04,0.0004,2025-01-03,True,BTC
3664797228,108220.04,0.0006,2025-01-03,True,BTC
3664797229,108220.03,0.00035,2025-01-03,True,BTC
3664797230,108220.0,0.0002,2025-01-03,True,BTC
3664797231,108220.0,0.06761,2025-01-03,True,BTC
3664797232,108219.99,0.00065,2025-01-03,True,BTC
3664797233,108219.85,0.00212,2025-01-03,True,BTC
3664797234,108219.27,5e-05,2025-01-03,True,BTC
3664797235,108219.26,0.0074,2025-01-03,True,BTC
3664797236,108219.26,1.15396,2025-01-03,True,BTC
3664797237,108219.25,0.00205,2025-01-03,True,BTC
3664797238,108219.02,0.00025,2025-01-03,True,BTC
3664797239,108218.96,5e-05,2025-01-03,True,BTC
3664797240,108218.95,0.06432,2025-01-03,True,BTC
3664797241,108218.01,5e-05,2025-01-03,True,BTC
3664797242,108218.0,0.00015,2025-01-03,True,BTC
3664797243,108216.23,5e-05,2025-01-03,True,BTC
3664797244,108216.0,0.00015,2025-01-03,True,BTC
3664797245,108215.68,0.00152,2025-01-03,True,BTC
3664797246,108215.68,0.00118,2025-01-03,True,BTC
3664797247,108213.78,0.00022,2025-01-03,True,BTC
3664797248,108213.79,0.00039,2025-01-03,False,BTC
3664797249,108213.79,0.00074,2025-01-03,False,BTC
3664797250,108213.78,0.00132,2025-01-03,True,BTC
3664797251,108213.77,0.00065,2025-01-03,True,BTC
3664797252,108213.65,0.00172,2025-01-03,True,BTC
3664797253,108213.13,0.00294,2025-01-03,True,BTC
3664797254,108212.7,5e-05,2025-01-03,True,BTC
3664797255,108212.69,0.00663,2025-01-03,True,BTC
3664797256,108212.7,0.00055,2025-01-03,False,BTC
3664797257,108212.69,0.00286,2025-01-03,True,BTC
3664797258,108212.69,0.00122,2025-01-03,True,BTC
3664797259,108212.69,0.00122,2025-01-03,True,BTC
3664797260,108212.69,0.00454,2025-01-03,True,BTC
3664797261,108212.69,0.00454,2025-01-03,True,BTC
3664797262,108212.7,0.00029,2025-01-03,False,BTC
3664797263,108212.69,0.00027,2025-01-03,True,BTC
3664797264,108212.69,0.00453,2025-01-03,True,BTC
3664797265,108212.69,0.00753,2025-01-03,True,BTC
3664797266,108212.69,6e-05,2025-01-03,True,BTC
3664797267,108212.7,0.00019,2025-01-03,False,BTC
3664797268,108212.69,0.00191,2025-01-03,True,BTC
3664797269,108212.68,0.00055,2025-01-03,True,BTC
3664797270,108212.06,5e-05,2025-01-03,True,BTC
3664797271,108212.05,0.00015,2025-01-03,True,BTC
3664797272,108211.95,0.0001,2025-01-03,True,BTC
3664797273,108211.35,0.001,2025-01-03,True,BTC
3664797274,108211.07,5e-05,2025-01-03,True,BTC
3664797275,108211.02,0.00044,2025-01-03,True,BTC
3664797276,108211.02,0.03488,2025-01-03,True,BTC
3664797277,108211.02,0.0012,2025-01-03,True,BTC
3664797278,108211.01,0.0033,2025-01-03,True,BTC
3664797279,108211.0,0.00181,2025-01-03,True,BTC
3664797280,108211.0,0.00025,2025-01-03,True,BTC
3664797281,108210.87,5e-05,2025-01-03,True,BTC
3664797282,108210.86,0.24462,2025-01-03,True,BTC
3664797283,108210.85,0.00194,2025-01-03,True,BTC
3664797284,108210.82,0.0002,2025-01-03,True,BTC
3664797285,108210.67,5e-05,2025-01-03,True,BTC
3664797286,108210.67,0.00027,2025-01-03,False,BTC
3664797287,108210.66,0.00722,2025-01-03,True,BTC
3664797288,108210.67,0.00093,2025-01-03,False,BTC
3664797289,108210.66,0.09176,2025-01-03,True,BTC
3664797290,108210.66,0.00015,2025-01-03,True,BTC
3664797291,108210.66,7e-05,2025-01-03,True,BTC
3664797292,108210.67,0.00098,2025-01-03,False,BTC
3664797293,108210.66,0.06287,2025-01-03,True,BTC
3664797294,108210.66,0.01974,2025-01-03,True,BTC
3664797295,108210.66,0.09952,2025-01-03,True,BTC
3664797296,108210.66,0.05946,2025-01-03,True,BTC
3664797297,108210.67,0.00239,2025-01-03,False,BTC
3664797298,108210.68,0.00065,2025-01-03,False,BTC
3664797299,108210.82,5e-05,2025-01-03,False,BTC
3664797300,108210.87,8e-05,2025-01-03,False,BTC
3664797301,108210.87,0.00028,2025-01-03,False,BTC
3664797302,108210.87,0.00406,2025-01-04,False,BTC
3664797303,108210.87,0.18701,2025-01-04,False,BTC
3664797304,108210.87,0.00053,2025-01-04,False,BTC
3664797305,108210.87,5e-05,2025-01-04,False,BTC
3664797306,108210.86,0.00119,2025-01-04,True,BTC
3664797307,108210.87,0.02771,2025-01-04,False,BTC
3664797308,108210.87,0.00159,2025-01-04,False,BTC
3664797309,108210.88,0.00065,2025-01-04,False,BTC
3664797310,108211.38,0.0003,2025-01-04,False,BTC
3664797311,108211.39,0.0001,2025-01-04,False,BTC
3664797312,108216.23,5e-05,2025-01-04,False,BTC
3664797313,108217.83,0.00605,2025-01-04,False,BTC
3664797314,108217.83,0.00025,2025-01-04,False,BTC
3664797315,108217.99,0.0001,2025-01-04,False,BTC
3664797316,108218.0,0.02771,2025-01-04,False,BTC
3664797317,108218.0,0.00297,2025-01-04,False,BTC
3664797318,108217.99,0.00011,2025-01-04,True,BTC
3664797319,108217.99,0.00034,2025-01-04,True,BTC
3664797320,108218.0,0.0001,2025-01-04,False,BTC
3664797321,108218.0,0.00019,2025-01-04,False,BTC
3664797322,108218.0,8e-05,2025-01-04,False,BTC
3664797323,108217.99,0.00023,2025-01-04,True,BTC
3664797324,108218.0,0.03843,2025-01-04,False,BTC
3664797325,108218.0,0.09238,2025-01-04,False,BTC
3664797326,108218.0,0.00103,2025-01-04,False,BTC
3664797327,108218.0,0.001,2025-01-04,False,BTC
3664797328,108218.01,0.0007,2025-01-04,False,BTC
3664797329,108220.0,0.00012,2025-01-04,False,BTC
3664797330,108220.0,0.00113,2025-01-04,False,BTC
3664797331,108220.01,0.00278,2025-01-04,False,BTC
3664797332,108220.13,0.0052,2025-01-04,False,BTC
3664797333,108221.19,5e-05,2025-01-04,False,BTC
3664797334,108221.64,5e-05,2025-01-04,False,BTC
3664797335,108224.04,5e-05,2025-01-04,False,BTC
3664797336,108224.05,0.00015,2025-01-04,False,BTC
3664797337,108224.06,0.00125,2025-01-04,False,BTC
3664797338,108224.07,0.0007,2025-01-04,False,BTC
3664797339,108225.99,5e-05,2025-01-04,False,BTC
3664797340,108226.0,0.00011,2025-01-04,False,BTC
3664797341,108226.0,0.00011,2025-01-04,False,BTC
3664797342,108225.99,0.00663,2025-01-04,True,BTC
3664797343,108226.0,0.00524,2025-01-04,False,BTC
3664797344,108226.0,0.001,2025-01-04,False,BTC
3664797345,108226.0,0.00015,2025-01-04,False,BTC
3664797346,108226.0,0.00126,2025-01-04,False,BTC
3664797347,108226.0,0.00074,2025-01-04,False,BTC
3664797348,108226.0,0.00045,2025-01-04,False,BTC
3664797349,108226.0,5e-05,2025-01-04,False,BTC
